sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.72,56.62,118,7.16
HarperCollins Publishers,big five,fiction,4.46,140.06,168,7.15
Simon and Schuster Digital Sales Inc,big five,childrens,4.4,49.13,79,10.12
Hachette Book Group,big five,childrens,4.7,62.28,97,10.26
HarperCollins Publishers,big five,fiction,4.6,107.67,152,9.96
"Amazon Digital Services,  Inc.",small/medium,childrens,4.64,26.78,66,10.71
"Amazon Digital Services,  Inc.",small/medium,childrens,3.88,48.83,60,9.49
Macmillan,big five,fiction,3.73,80.75,186,9.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.42,74.91,128,7.88
Hachette Book Group,big five,childrens,4.49,48.3,115,9.35
Penguin Group (USA) LLC,big five,fiction,4.77,105.81,198,5.55
"Amazon Digital Services,  Inc.",small/medium,fiction,3.5,109.63,173,6.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,100.36,160,7.17
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.46,70.9,149,7.81
Simon and Schuster Digital Sales Inc,big five,childrens,4.37,14.52,53,9.82
"Amazon Digital Services,  Inc.",indie,fiction,4.44,112.42,208,8.84
Simon and Schuster Digital Sales Inc,big five,childrens,4.38,64.65,91,9.48
Simon and Schuster Digital Sales Inc,big five,fiction,4.58,84.68,183,6.93
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,79.09,137,6.99
"Amazon Digital Services,  Inc.",small/medium,childrens,4.87,63.989999999999995,94,7.99
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.51,71.49,132,4.34
HarperCollins Publishers,big five,childrens,4.7,77.15,99,6.44
"Amazon Digital Services,  Inc.",single author,childrens,4.12,42.7,109,12.23
HarperCollins Christian Publishing,big five,fiction,4.6,105.76,182,8.04
"Amazon Digital Services,  Inc.",indie,childrens,3.81,57.97,105,8
Penguin Group (USA) LLC,big five,non_fiction,4.65,76.6,131,7.12
Penguin Group (USA) LLC,big five,childrens,4.38,52.31,112,11.11
HarperCollins Publishers,big five,non_fiction,3.41,102.56,162,4.74
"Amazon Digital Services,  Inc.",small/medium,fiction,3.65,112.45,180,12.06
"Amazon Digital Services,  Inc.",small/medium,fiction,3.91,117.29,184,6.35
"Amazon Digital Services,  Inc.",single author,fiction,4.7,82.36,167,7.13
HarperCollins Publishers,big five,fiction,4.71,121.23,158,10.05
"Amazon Digital Services,  Inc.",indie,childrens,4.18,57.87,81,11.53
"Amazon Digital Services,  Inc.",small/medium,fiction,4.65,103.79,187,9.94
Random House LLC,big five,childrens,4.48,31.979999999999997,121,12.91
"Amazon Digital Services,  Inc.",indie,non_fiction,4.87,105.61,134,5.84
HarperCollins Publishers,big five,non_fiction,4.81,84.5,124,5.38
"Amazon Digital Services,  Inc.",indie,fiction,4.55,54.93,141,9.83
"Amazon Digital Services,  Inc.",indie,fiction,3.75,118.48,179,7.96
HarperCollins Publishers,big five,childrens,4.48,47.75,94,6.39
"Amazon Digital Services,  Inc.",indie,fiction,4.6,137.34,225,9.82
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.83,128.97,113,5.24
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.52,88.58,139,6.98
Penguin Group (USA) LLC,big five,fiction,4.98,81.79,181,8.53
"Amazon Digital Services,  Inc.",small/medium,childrens,4.18,60.47,65,5.87
"Amazon Digital Services,  Inc.",single author,non_fiction,4.61,114.49,148,6.92
"Amazon Digital Services,  Inc.",indie,fiction,4.56,98.97,186,3.61
"Amazon Digital Services,  Inc.",small/medium,fiction,4.81,87.4,162,6.88
"Amazon Digital Services,  Inc.",indie,childrens,4.7,67.81,103,12.51
"Amazon Digital Services,  Inc.",small/medium,fiction,4.39,118.71,196,7.32
"Amazon Digital Services,  Inc.",small/medium,childrens,3.9,71.47,97,11.81
"Amazon Digital Services,  Inc.",indie,fiction,4.45,77.56,180,7.74
Simon and Schuster Digital Sales Inc,big five,fiction,3.5,96.15,138,6
"Amazon Digital Services,  Inc.",single author,childrens,4.14,58.6,78,10.48
"Amazon Digital Services,  Inc.",small/medium,childrens,4.59,48.01,102,7.49
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.65,35.88,124,9.03
"Amazon Digital Services,  Inc.",single author,fiction,4.11,127.85,158,7.6
"Amazon Digital Services,  Inc.",small/medium,childrens,4.72,45.02,122,11.06
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.95,100.41,145,6.02
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,116.18,167,8.29
"Amazon Digital Services,  Inc.",small/medium,fiction,3.76,130.71,169,9.62
Penguin Group (USA) LLC,big five,fiction,4.47,144.97,184,6.92
"Amazon Digital Services,  Inc.",single author,non_fiction,4.47,105.18,175,6.6
"Amazon Digital Services,  Inc.",small/medium,childrens,4.7,11.83,65,8.73
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,97.21,127,9.42
"Amazon Digital Services,  Inc.",small/medium,fiction,4.72,81.28,186,5.94
"Amazon Digital Services,  Inc.",indie,non_fiction,3.93,74.9,125,7.21
"Amazon Digital Services,  Inc.",indie,fiction,4.85,107.4,161,6.51
Macmillan,big five,non_fiction,4.5,74.78,129,6.18
"Amazon Digital Services,  Inc.",small/medium,childrens,3.75,37.6,89,15.74
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.75,76.35,96,5.42
"Amazon Digital Services,  Inc.",small/medium,childrens,3.77,52.95,125,10.26
"Amazon Digital Services,  Inc.",small/medium,childrens,3.82,21.47,90,11.48
Simon and Schuster Digital Sales Inc,big five,fiction,4.2,97.51,187,6.93
"Amazon Digital Services,  Inc.",indie,fiction,4.53,103.75,196,5.94
HarperCollins Publishers,big five,childrens,3.98,72.06,93,9.35
"Amazon Digital Services,  Inc.",small/medium,fiction,4.03,84.48,168,9.68
DC Comics,small/medium,non_fiction,4.03,105.96,148,4.3
"Amazon Digital Services,  Inc.",indie,fiction,4.65,146.9,153,6.87
Random House LLC,big five,fiction,4.8,81.71,165,8.54
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.36,69.81,114,10.8
"Amazon Digital Services,  Inc.",small/medium,fiction,4.37,94.4,154,5.55
"Amazon Digital Services,  Inc.",small/medium,childrens,4.56,50.14,119,8.79
Macmillan,big five,non_fiction,4.26,69.83,130,3.74
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.46,83.74,116,9.62
Penguin Group (USA) LLC,big five,non_fiction,4.3,62.93,120,7.2
"Amazon Digital Services,  Inc.",single author,fiction,4.07,119.72,170,7.56
Random House LLC,big five,non_fiction,4.5,94.4,118,6.03
HarperCollins Publishing,big five,fiction,3.72,107.24,178,7.01
HarperCollins Publishers,big five,childrens,4.27,49.53,81,8.98
"Amazon Digital Services,  Inc.",small/medium,fiction,4.12,74,144,4.83
Penguin Group (USA) LLC,big five,childrens,4.36,59.98,85,7.4
"Amazon Digital Services,  Inc.",indie,childrens,4.5,56.49,45,8.58
"Amazon Digital Services,  Inc.",indie,non_fiction,4.38,44.7,149,11.97
Macmillan,big five,non_fiction,2.53,75.98,123,10.34
"Amazon Digital Services,  Inc.",single author,non_fiction,4.66,113.39,140,4.66
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.72,57.46,110,8.66
Random House LLC,big five,childrens,4.17,44.33,118,9.96
"Amazon Digital Services,  Inc.",single author,fiction,4.68,87.44,198,8.46
"Amazon Digital Services,  Inc.",small/medium,childrens,4.43,45.22,126,7.67
HarperCollins Publishers,big five,fiction,3.98,145.28,199,7.52
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.75,87.06,130,8.64
"Amazon Digital Services,  Inc.",indie,fiction,4.98,110.59,172,4.92
Random House LLC,big five,childrens,4.17,62.5,95,12.04
Penguin Group (USA) LLC,big five,non_fiction,4.38,99.08,165,8.32
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.47,48.73,125,8.85
"Amazon Digital Services,  Inc.",small/medium,childrens,4.44,25.92,110,12.07
"Amazon Digital Services,  Inc.",small/medium,childrens,3.94,62.75,111,10.65
Random House LLC,big five,non_fiction,4.09,67.38,120,7.11
"Amazon Digital Services,  Inc.",indie,fiction,3.8,94.89,172,10.93
Macmillan,big five,fiction,3.85,93.86,179,7.95
"Amazon Digital Services,  Inc.",single author,non_fiction,4.19,90.98,155,6.23
"Amazon Digital Services,  Inc.",single author,fiction,4.48,121.01,160,4.85
"Amazon Digital Services,  Inc.",small/medium,childrens,4.36,79.02,90,8.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,75.57,162,8.15
"Amazon Digital Services,  Inc.",indie,fiction,3.8,129.27,154,6.22
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,54.09,109,8.73
"Amazon Digital Services,  Inc.",amazon,fiction,4.63,77.31,168,9.59
Penguin Group (USA) LLC,big five,non_fiction,4.25,37.94,89,9.77
"Amazon Digital Services,  Inc.",small/medium,fiction,4.52,94.51,164,8.02
"Amazon Digital Services,  Inc.",small/medium,fiction,4.35,168.52,161,8.31
"Amazon Digital Services,  Inc.",small/medium,childrens,4.78,32.3,100,12.46
"Amazon Digital Services,  Inc.",indie,childrens,4.38,36.47,85,11.68
"Amazon Digital Services,  Inc.",indie,childrens,4.25,65.62,81,13.64
Random House LLC,big five,childrens,3.72,35.7,81,10.48
"Amazon Digital Services,  Inc.",small/medium,childrens,4.42,67.28,94,6.73
"Amazon Digital Services,  Inc.",small/medium,non_fiction,0,72.08,0,11.76
"Amazon Digital Services,  Inc.",single author,fiction,4.16,96.22,158,8.98
"Amazon Digital Services,  Inc.",small/medium,fiction,4.15,169.66,192,6.04
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,54.54,97,6.37
Random House LLC,big five,childrens,4.31,84.06,124,8.42
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.71,51.26,134,7.81
Hachette Book Group,big five,non_fiction,4.41,102.61,137,6.48
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,72.03,125,9.43
"Amazon Digital Services,  Inc.",small/medium,fiction,3.62,107.41,174,10.02
Simon and Schuster Digital Sales Inc,big five,childrens,2.34,74.27,103,12.98
"Amazon Digital Services,  Inc.",indie,non_fiction,4.71,90.78,160,11.41
HarperCollins Publishers,big five,non_fiction,4.59,84.17,142,10.68
"Amazon Digital Services,  Inc.",small/medium,childrens,4.35,63.89999999999999,100,11.55
"Amazon Digital Services,  Inc.",small/medium,fiction,4.38,94.47,175,10.57
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.17,45,104,7.81
Penguin Group (USA) LLC,big five,non_fiction,4.66,36.88,131,12.26
Hachette Book Group,big five,fiction,4.64,115.31,166,9.28
"Amazon Digital Services,  Inc.",single author,childrens,3.98,80.85,125,10.78
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.54,75.83,85,10.15
"Amazon Digital Services,  Inc.",small/medium,childrens,4.19,32.38,60,16.31
"Amazon Digital Services,  Inc.",single author,non_fiction,4.01,87.56,100,9.06
Macmillan,big five,non_fiction,4.81,60.39,147,6.62
Random House LLC,big five,childrens,4.45,47.21,91,7.25
"Amazon Digital Services,  Inc.",single author,non_fiction,4.08,82.34,112,9.63
Penguin Group (USA) LLC,big five,childrens,4.71,89.26,96,11.19
Penguin Group (USA) LLC,big five,non_fiction,4.57,83.52,143,3.24
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.95,89.82,120,5.45
"Amazon Digital Services,  Inc.",small/medium,fiction,4.35,117.98,181,8
Penguin Group (USA) LLC,big five,fiction,4.19,146.24,171,2.67
"Amazon Digital Services,  Inc.",small/medium,fiction,4.33,122.03,192,7.92
Simon and Schuster Digital Sales Inc,big five,fiction,4.98,93.43,197,7.59
Hachette Book Group,big five,childrens,4.02,54.78,113,11.53
Random House LLC,big five,childrens,4.04,49.69,124,8.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,63.36,116,5.39
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.12,64.63,134,8.91
"Amazon Digital Services,  Inc.",indie,non_fiction,2,64.01,132,6.22
HarperCollins Publishers,big five,fiction,4.52,81.4,180,6.35
"Amazon Digital Services,  Inc.",indie,fiction,4.12,79.67,158,8.82
Idea & Design Works,small/medium,childrens,4.27,65.8,82,9.41
HarperCollins Publishers,big five,childrens,4.36,25,73,10.18
"Amazon Digital Services,  Inc.",indie,childrens,4.66,80.72,124,11.18
"Amazon Digital Services,  Inc.",indie,childrens,4.3,70.8,88,7.57
"Amazon Digital Services,  Inc.",single author,non_fiction,4.25,114.51,145,9.74
"Amazon Digital Services,  Inc.",small/medium,childrens,4.31,58.54,101,9.68
HarperCollins Christian Publishing,big five,childrens,4.06,56.66,80,6.65
"Amazon Digital Services,  Inc.",single author,childrens,3.5,68.96,124,10.47
HarperCollins Publishers,big five,fiction,4.98,115.76,137,6.45
"Amazon Digital Services,  Inc.",small/medium,fiction,4.44,139,141,5.78
"Amazon Digital Services,  Inc.",single author,non_fiction,4.57,100.38,123,8.38
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.93,101.47,126,5.24
"Amazon Digital Services,  Inc.",single author,non_fiction,4.8,73.78,110,10
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.61,77.76,131,10.56
"Amazon Digital Services,  Inc.",single author,non_fiction,4.52,83.41,129,6.84
"Amazon Digital Services,  Inc.",indie,childrens,4.66,73.73,130,8.46
Hachette Book Group,big five,non_fiction,3,72.86,126,6.45
Random House LLC,big five,childrens,3.76,64.77,81,11.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,71.52,149,7.75
Hachette Book Group,big five,non_fiction,4.36,56.47,127,10.5
"Amazon Digital Services,  Inc.",small/medium,childrens,4.57,94.26,115,7.61
"Amazon Digital Services,  Inc.",indie,non_fiction,3.5,61.4,128,8.56
"Amazon Digital Services,  Inc.",indie,childrens,4.61,64.54,96,12.08
HarperCollins Publishers,big five,childrens,4.79,64.98,81,8.35
HarperCollins Publishers,big five,childrens,4.89,48.82,94,10
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.25,41.6,106,9
"Amazon Digital Services,  Inc.",indie,fiction,4.5,115.12,175,5.99
"Amazon Digital Services,  Inc.",small/medium,childrens,4.7,82.26,103,8
Simon and Schuster Digital Sales Inc,big five,fiction,4.87,105.65,216,7.59
"Amazon Digital Services,  Inc.",small/medium,childrens,4.27,52.77,62,11.76
"Amazon Digital Services,  Inc.",indie,childrens,4.4,40.45,107,14.19
"Amazon Digital Services,  Inc.",indie,fiction,4.26,133.55,188,5.31
"Amazon Digital Services,  Inc.",single author,childrens,3.86,67.03,112,10.53
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.4,86.53,150,7.07
Penguin Group (USA) LLC,big five,fiction,4.36,110.82,137,7.99
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.48,78.82,174,8.23
HarperCollins Publishers,big five,non_fiction,4.34,64.44,113,8.71
"Amazon Digital Services,  Inc.",indie,fiction,4.66,93.3,201,9.32
"Amazon Digital Services,  Inc.",indie,childrens,4.66,68.24,102,10.29
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.81,48.16,117,11.79
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,95.53,133,11.03
"Amazon Digital Services,  Inc.",small/medium,fiction,4.81,61.98,206,7.47
Penguin Group (USA) LLC,big five,fiction,4.77,110.27,190,5.6
"Amazon Digital Services,  Inc.",indie,non_fiction,4.33,53.71,155,6.86
"Amazon Digital Services,  Inc.",single author,fiction,3.86,130.47,174,6.49
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,77.52,113,7.83
"Amazon Digital Services,  Inc.",single author,non_fiction,4.28,103.75,101,8.13
"Amazon Digital Services,  Inc.",indie,non_fiction,4.06,53.99,110,9.36
"Amazon Digital Services,  Inc.",indie,fiction,4.71,62.81,156,9.46
"Amazon Digital Services,  Inc.",single author,non_fiction,4.8,62.97,81,9.04
"Amazon Digital Services,  Inc.",indie,non_fiction,4.77,95.91,154,10.13
Random House LLC,big five,fiction,4.53,81.17,193,7.93
"Amazon Digital Services,  Inc.",small/medium,fiction,4.21,89.62,162,9.65
"Amazon Digital Services,  Inc.",small/medium,fiction,4.28,39,171,6.22
"Amazon Digital Services,  Inc.",single author,non_fiction,4.42,98.92,128,7.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.98,105.73,141,6.17
"Amazon Digital Services,  Inc.",small/medium,fiction,4.67,121.74,197,9.14
HarperCollins Publishers,big five,childrens,2,49.61,129,11.49
"Amazon Digital Services,  Inc.",single author,fiction,4.18,64.39,180,7.11
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.59,95.99,144,5.72
"Amazon Digital Services,  Inc.",small/medium,fiction,3.83,107.05,169,8.25
"Amazon Digital Services,  Inc.",indie,childrens,4.26,64.52,84,10.22
Macmillan,big five,non_fiction,4.71,82.93,131,7.29
Random House LLC,big five,fiction,4.24,159.62,168,5.85
"Amazon Digital Services,  Inc.",indie,non_fiction,3.03,45.18,104,11.1
HarperCollins Christian Publishing,big five,childrens,4.87,65.26,104,6.44
"Amazon Digital Services,  Inc.",small/medium,childrens,4.82,73.27,96,8.86
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.82,79.68,120,8.76
"Amazon Digital Services,  Inc.",small/medium,fiction,4.6,81.57,180,9.4
"Amazon Digital Services,  Inc.",indie,non_fiction,4.61,97.83,135,7.44
"Amazon Digital Services,  Inc.",indie,childrens,3.92,71.1,101,10.01
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,80.08,156,11.07
"Amazon Digital Services,  Inc.",small/medium,fiction,3,93.58,182,8.13
Penguin Group (USA) LLC,big five,non_fiction,4.15,110.1,118,9.12
"Amazon Digital Services,  Inc.",small/medium,childrens,4.84,38.5,99,11.92
HarperCollins Publishers,big five,non_fiction,4.83,52.81,148,6.15
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.55,98.96,136,4.69
"Amazon Digital Services,  Inc.",indie,childrens,4.24,54.77,84,14.14
"Amazon Digital Services,  Inc.",amazon,fiction,3.92,61.29,147,5.08
"Amazon Digital Services,  Inc.",single author,fiction,4.66,138.02,159,10.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.75,103.26,142,8.98
"Amazon Digital Services,  Inc.",small/medium,childrens,4.63,71.01,76,9.52
"Amazon Digital Services,  Inc.",small/medium,fiction,4.34,30.67,178,7.71
"Amazon Digital Services,  Inc.",small/medium,childrens,4.16,42.79,120,13.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.14,78.56,141,6.01
"Amazon Digital Services,  Inc.",single author,childrens,4.41,65.87,107,10.98
"Amazon Digital Services,  Inc.",small/medium,fiction,4.59,131.72,214,10.33
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.04,95.34,112,7.44
"Amazon Digital Services,  Inc.",small/medium,fiction,3.55,67.85,151,11.17
"Amazon Digital Services,  Inc.",indie,fiction,4.2,139.13,175,5.28
"Amazon Digital Services,  Inc.",small/medium,fiction,4.45,67.83,161,11.24
"Amazon Digital Services,  Inc.",small/medium,childrens,4.81,50.14,122,13.53
"Amazon Digital Services,  Inc.",small/medium,fiction,4.98,131.35,166,8.25
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.56,83.67,98,5.96
"Amazon Digital Services,  Inc.",single author,fiction,4.07,126.86,177,8.79
"Amazon Digital Services,  Inc.",single author,childrens,4.43,63.89,99,11.98
"Amazon Digital Services,  Inc.",small/medium,childrens,4.36,82.52,87,8.86
"Amazon Digital Services,  Inc.",single author,non_fiction,2.48,87.36,137,10.04
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.34,84.93,119,8.43
"Amazon Digital Services,  Inc.",small/medium,fiction,3.81,101.65,167,8.26
"Amazon Digital Services,  Inc.",indie,non_fiction,4.42,76,123,6.2
HarperCollins Publishers,big five,fiction,4.47,63.83,161,8.49
"Amazon Digital Services,  Inc.",small/medium,fiction,4.78,119.81,159,7.61
"Amazon Digital Services,  Inc.",small/medium,fiction,4.63,130.67,168,10.2
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.35,70.49,78,9.61
Random House LLC,big five,fiction,4.68,117.08,227,9.13
Penguin Group (USA) LLC,big five,non_fiction,4.29,58.9,149,9.98
"Amazon Digital Services,  Inc.",small/medium,fiction,2.96,106.12,185,7.34
"Amazon Digital Services,  Inc.",indie,childrens,4.55,66.34,102,5.31
"Amazon Digital Services,  Inc.",single author,non_fiction,4.21,69.4,140,10.03
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.57,89.58,123,10.95
"Amazon Digital Services,  Inc.",indie,fiction,4.11,90.22,180,7.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.43,65.76,135,9.35
"Amazon Digital Services,  Inc.",small/medium,childrens,4.46,70.87,96,11.15
"Amazon Digital Services,  Inc.",small/medium,childrens,4.54,37.5,99,13.55
"Amazon Digital Services,  Inc.",indie,fiction,4.25,98.15,160,4.68
"Amazon Digital Services,  Inc.",small/medium,fiction,2.48,135.98,209,6.11
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.92,72.06,122,7.31
"Amazon Digital Services,  Inc.",small/medium,fiction,4.1,181.6,185,6.8
"Amazon Digital Services,  Inc.",amazon,childrens,4.85,50.51,101,6.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.05,66.18,132,6.87
Hachette Book Group,big five,non_fiction,4.55,73.57,102,4.38
DC Comics,small/medium,childrens,3.97,44.52,97,8.82
Penguin Group (USA) LLC,big five,fiction,4.63,108,183,11.83
"Amazon Digital Services,  Inc.",small/medium,fiction,4.42,129.95,185,6.42
"Amazon Digital Services,  Inc.",single author,non_fiction,4.33,65.74,108,11.05
"Amazon Digital Services,  Inc.",small/medium,childrens,4.62,72.14,97,6.35
"Amazon Digital Services,  Inc.",single author,fiction,4.2,146.08,191,7.45
"Amazon Digital Services,  Inc.",indie,non_fiction,4.6,88.62,126,8.28
"Amazon Digital Services,  Inc.",small/medium,childrens,3.51,77.93,137,10.23
HarperCollins Publishers,big five,fiction,3.5,121.12,156,7.71
HarperCollins Publishers,big five,childrens,4.16,69.33,132,8.21
"Amazon Digital Services,  Inc.",small/medium,fiction,4.46,120,177,7.97
HarperCollins Publishers,big five,fiction,4.46,118.76,203,9.34
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.77,78.68,142,7.55
"Amazon Digital Services,  Inc.",indie,non_fiction,4.4,43.92,134,5.38
Random House LLC,big five,childrens,4.31,65.12,113,11.35
"Amazon Digital Services,  Inc.",indie,childrens,3.5,68.8,137,9.63
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,71.71,113,12
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.68,62.47,134,10.51
Hachette Book Group,big five,non_fiction,4.81,31.1,95,8.09
"Amazon Digital Services,  Inc.",single author,childrens,4.41,63.22,126,9.38
"Amazon Digital Services,  Inc.",small/medium,childrens,4.76,55.9,131,10.6
HarperCollins Publishers,big five,fiction,4.5,138.37,169,5.42
Random House LLC,big five,non_fiction,4.34,79.62,127,9.51
"Amazon Digital Services,  Inc.",indie,fiction,4.57,155.16,202,4.87
Random House LLC,big five,non_fiction,4.17,70.94,115,5.57
"Amazon Digital Services,  Inc.",single author,childrens,4.84,33.66,89,10.76
"Amazon Digital Services,  Inc.",small/medium,fiction,4.4,104.78,205,6.97
Penguin Group (USA) LLC,big five,childrens,4.42,43.18,130,11.65
"Amazon Digital Services,  Inc.",small/medium,childrens,4.34,17.44,119,13.47
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.64,59.82,92,13.77
Random House LLC,big five,childrens,4.14,23.73,103,8.49
"Amazon Digital Services,  Inc.",indie,childrens,4.54,73.87,88,9.81
"Amazon Digital Services,  Inc.",indie,fiction,2.48,64.33,183,7.95
"Amazon Digital Services,  Inc.",single author,non_fiction,4.46,73.44,85,7.17
"Amazon Digital Services,  Inc.",small/medium,childrens,3.93,73.05,131,7.71
"Amazon Digital Services,  Inc.",indie,non_fiction,3.84,116.69,116,6.21
"Amazon Digital Services,  Inc.",indie,fiction,4.59,87.99,197,9.29
"Amazon Digital Services,  Inc.",small/medium,childrens,3.91,64.19,91,8.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,73.14,139,6.66
"Amazon Digital Services,  Inc.",indie,childrens,4.95,65.95,98,12.6
"Amazon Digital Services,  Inc.",single author,non_fiction,3.94,109.81,126,10.65
"Amazon Digital Services,  Inc.",amazon,fiction,4.36,91.02,151,8.99
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.8,91.19,116,10.15
"Amazon Digital Services,  Inc.",small/medium,fiction,4.27,100.71,164,10
"Amazon Digital Services,  Inc.",indie,fiction,4.8,99.81,152,5.36
Random House LLC,big five,childrens,4.5,63.07,110,10.73
"Amazon Digital Services,  Inc.",indie,fiction,4.26,92.67,197,10.1
"Amazon Digital Services,  Inc.",single author,childrens,3.37,31.64,119,10.72
Penguin Group (USA) LLC,big five,fiction,4.98,75.95,185,5.81
"Amazon Digital Services,  Inc.",indie,fiction,4.75,103.76,189,7.25
"Amazon Digital Services,  Inc.",small/medium,childrens,3.96,61.81,93,10.33
Penguin Group (USA) LLC,big five,fiction,3.23,127.28,207,9.69
Macmillan,big five,childrens,4.54,67.13,120,9.4
"Amazon Digital Services,  Inc.",indie,fiction,4.08,111.91,200,11.05
"Amazon Digital Services,  Inc.",small/medium,fiction,4.98,102.3,174,8.27
"Amazon Digital Services,  Inc.",indie,non_fiction,4.98,83.58,116,10.27
"Amazon Digital Services,  Inc.",indie,fiction,4.24,131.86,202,6.94
"Amazon Digital Services,  Inc.",indie,childrens,4.6,50.57,73,8.96
"Amazon Digital Services,  Inc.",small/medium,fiction,4.08,124.66,191,7.62
"Amazon Digital Services,  Inc.",indie,childrens,4.76,53.19,54,7.65
Random House LLC,big five,childrens,4.47,44.88,103,14.17
"Amazon Digital Services,  Inc.",single author,non_fiction,4.06,64.98,87,11.24
"Amazon Digital Services,  Inc.",indie,fiction,4.59,71.71,175,8.21
HarperCollins Publishing,big five,childrens,4.7,50.95,86,9.31
Penguin Group (USA) LLC,big five,non_fiction,4.22,79.42,157,8.24
"Amazon Digital Services,  Inc.",small/medium,fiction,4.2,106.53,169,7.25
HarperCollins Publishers,big five,non_fiction,3.86,39.09,104,9.53
Macmillan,big five,fiction,4.56,82.17,165,4.44
"Amazon Digital Services,  Inc.",small/medium,childrens,2.41,36.18,65,10.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.41,83.6,122,9.52
"Amazon Digital Services,  Inc.",small/medium,fiction,4.05,78.25,177,7.64
"Amazon Digital Services,  Inc.",indie,non_fiction,3.5,108.62,134,2.7
Hachette Book Group,big five,childrens,3.5,57.83,70,11.25
Penguin Group (USA) LLC,big five,non_fiction,4.5,73.49,112,10.18
"Amazon Digital Services,  Inc.",small/medium,fiction,4.71,35.92,121,8.33
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.77,97.89,152,9.56
"Amazon Digital Services,  Inc.",single author,non_fiction,4.61,49.52,132,8.18
"Amazon Digital Services,  Inc.",indie,childrens,4.68,30.29,55,13.91
HarperCollins Publishers,big five,childrens,3.77,54.45,93,9.96
Random House LLC,big five,non_fiction,4.25,68.71,132,7.15
"Amazon Digital Services,  Inc.",indie,childrens,4.88,35.79,112,12.04
"Amazon Digital Services,  Inc.",small/medium,fiction,4.27,76.01,164,9.42
Macmillan,big five,non_fiction,4.8,83.28,118,8.45
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.4,68.79,165,7.57
HarperCollins Publishers,big five,childrens,4.8,51.07,123,7.2
